,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
167335,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Other Market,Other Market,Not Available,Class3,NBRX,177.7498,177.7498,185.1668951,204.6350219
167428,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class4,TRX,,5.3741,,
167726,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,5.558,5.558,,
167836,Brand28,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
167837,Brand28,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,61.4171,,
167892,Brand11,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,271.267,,
167946,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,3.1348,,
167951,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Other Market,Other Market,Not Available,Class3,NBRX,3.7344,3.7344,4.303802576,4.429874805
167971,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,TRX,1.5676,1.5676,,1.840534485
168013,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,1.5063,,
168060,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Other Market,Other Market,Not Available,Class3,TRX,1.6012,1.6012,1.816831031,1.879546058
168249,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,9.8522,9.8522,,
168257,Brand38,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,38.5149,,
168258,Brand38,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,73.2817,,
168305,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,26.5779,26.5779,,
168332,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class3,TRX,182.1439,182.1439,,213.8569337
168346,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,TRX,2.8836,2.8836,,
168363,Brand13,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,TRX,5.6007,5.6007,,
168388,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,MOTRX,137.5156,137.5156,,
168428,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
168455,Brand30,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,57.4666,,
168514,Brand35,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,TRX,61.1221,61.1221,,
168567,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,TRX,0.838,0.838,,
168568,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,0.8978,0.8978,,
168579,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,40.1081,40.1081,,
168675,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,MOTRX,96.5845,96.5845,,
168729,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,13.7591,13.7591,,
168919,Brand29,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class4,TRX,687.7098,687.7098,,
168944,Brand35,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class4,MOTRX,166.7338,166.7338,,
169039,Brand29,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,9.8546,,
169040,Brand36,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,TRX,,10.6494,,
169070,Brand29,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,77.5696,,
169110,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,110.3256,110.3256,,
169143,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,NBRX,1.5419,1.5419,,
169265,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,241.366,241.366,,286.31672
169364,Brand29,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class4,MOTRX,227.0733,227.0733,,
169442,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,21.3119,21.3119,,
169647,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,3972.91,3972.91,,
170047,Brand40,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,29.085,,
170080,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
170124,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,TRX,24.0276,24.0276,,
170380,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,,
170427,Brand14,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
170482,Brand24,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,13.3164,,
170509,Brand12,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
170529,Brand25,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,0.0,0.0,,
170534,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,IV Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
170568,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,38.3038,,
170650,Brand25,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,TRX,1.7632,1.7632,,
170729,Brand25,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,1.441,,
170757,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,118.8499,,
170771,Brand11,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,181.2418,,
170850,Brand37,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,MOTRX,,1.0874,,
170883,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Other Market,Not Available,Not Available,Class1,TRX,29.3309,29.3309,,
170915,Brand22,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,46.0187,,
170936,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,30.7677,,
170975,Brand41,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,316.6519,,
171050,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class4,TRX,,10.8016,,
171067,Brand24,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,6504.2879,6504.2879,,
171086,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,1951.1747,1951.1747,,
171195,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class1,MOTRX,652.3657,652.3657,,
171238,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,5977.1632,,
171253,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,0.838,,
171274,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,250.0373,250.0373,,
171307,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,0.8071,0.8071,0.840778448,0.929176439
171311,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,TRX,216.8943,216.8943,,
171342,Brand28,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
171355,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
171384,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,50.521,,
171388,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,1.6164,1.6164,,
171437,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,106.4287,,
171453,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,304.4266,,
171495,Brand3,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,TRX,,71.5914,,
171565,Brand24,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,242.8226,,
171583,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,0.6733,,
171680,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,213.1196,213.1196,,
171735,Brand38,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,,2.9112,,
171740,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,8.949,,
171766,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,1.3756,,
171803,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
171804,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class2,MOTRX,,9.8327,,
171928,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,6.9154,,
171934,Brand41,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class5,MOTRX,,46.6245,,
171976,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
172028,Brand30,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,23.8985,,
172057,Brand33,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
172161,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,92.2373,,
172177,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,NBRX,207.422,207.422,,
172179,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class1,MOTRX,,3.0789,,
172212,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,0.0,0.0
172224,Brand17,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
172241,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,2.2862,2.2862,,
172256,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,9.0537,,
172269,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,NBRX,11.044,11.044,,
172270,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,MOTRX,43.7927,43.7927,,
172286,Brand20,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,115.2544,,
172294,Brand3,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,1129.1713,,
172322,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,297.6753,,
172356,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,3.2009,,
172357,Brand34,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,1.4991,,
172360,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,410.3218,,
172387,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class4,TRX,,4.4265,,
172398,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,633.842,,
172405,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,252.609,252.609,,
172560,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,2.9959,,
172561,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,56.437,,
172702,Brand34,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,7.9876,,
172761,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,,2.3601,,
172772,Brand3,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,895.6171,,
172792,Brand18,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,1.9022,,
172839,Brand5,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,139.5433,,
172982,Brand42,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class5,TRX,,42.0097,,
173054,Brand6,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,20.8049,,
173055,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,4.2733,,
173071,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,MOTRX,145.1385,145.1385,,
173157,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
173221,Brand19,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,13.6423,,
173226,Brand24,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class2,TRX,,15.0986,,
173231,Brand41,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class5,MOTRX,,4.6795,,
173237,Brand3,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,965.7973,,
173300,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class2,NBRX,0.0,0.0,,
173383,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class3,MOTRX,,12.8835,,
173492,Brand39,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,7.1226,,
173540,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,1.786,,
173602,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,202.084,,
173657,Brand26,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,6.6341,,
173694,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
173739,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,,2.5758,,
173824,Brand40,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,189.0528,,
173856,Brand12,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,424.9398,,
173951,Brand5,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,15.1185,,
174088,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,59.0765,,
174093,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,0.8071,,
174163,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class2,NBRX,,1.6676,,
174268,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class1,TRX,,12.5751,,
174367,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,21.6652,,
174424,Brand37,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,TRX,26.3651,26.3651,,
174455,Brand24,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,MOTRX,,14.9404,,
174586,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,1.5616,,
174617,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class3,NBRX,1.4086,1.4086,1.623376261,1.670930176
174698,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.4522,,
174723,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,183.9697,,
174736,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,IV Market,Not Available,Class1,MOTRX,1.6726,1.6726,,
174765,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,2.1325,,
174773,Brand14,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,,2.9836,,
174776,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,0.838,,
174864,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,MOTRX,,1.9613,,
174984,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,9.973,9.973,,
175017,Brand12,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,661.1981,,
175090,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
175231,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class2,TRX,,4.3774,,
175268,Brand4,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,48.5342,,
175314,Brand18,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,5.9073,,
175316,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,846.5164,,
175381,Brand13,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,13.4672,,
175391,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,7.616,7.616,,
175439,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,2.2899,,
175454,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,IV Market,IV Market,Not Available,Class1,TRX,26.2228,26.2228,,
175516,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,0.0,0.0,,
175520,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class2,NBRX,2.9687,2.9687,,
175610,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,1.5616,,
175688,Brand35,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
175769,Brand36,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,1.0,,
175855,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
175955,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,7.4052,,
176215,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,75.3519,,
176327,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,11.6136,,
176382,Brand5,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,145.3609,,
176397,Brand42,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class5,MOTRX,,5.4064,,
176483,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
176485,Brand42,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class5,TRX,,1.5664,,
176489,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
176531,Brand39,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
176569,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class5,TRX,,14.5425,,
176710,Brand36,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,,2.5431,,
176788,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class2,NBRX,,6.2701,,
176824,Brand14,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
176829,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class2,TRX,,28.1436,,
177101,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,189.0528,,
177110,Brand10,1,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,10.2362,,
177147,Brand42,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class5,MOTRX,,11.3391,,
177321,Brand18,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,5.8542,,
177815,Brand40,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class5,TRX,,43.6276,,
177845,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication3,Other Market,Other Market,Not Available,Class1,NBRX,0.0,,,
177921,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,TRX,418.3917,,,
177952,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,IV Market,Not Available,Class1,NBRX,0.0,,,
177977,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class2,TRX,84.9642,,,
177978,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,IV Market,Not Available,Class1,TRX,1.0679,,,
177995,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Not Available,Not Available,Class1,NBRX,47.7859,,,
178101,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,457.4595,,,
178146,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class2,MOTRX,0.8978,,,
